id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
5010,3,6,2,6,3,4,2,8,3,9,4,2,6,5,6,8,6,5,5,6,0.495
5011,3,5,5,5,5,5,8,5,6,6,4,4,9,3,8,2,4,8,6,4,0.53
5012,5,4,3,6,8,10,8,4,4,5,3,6,5,7,5,3,5,7,6,7,0.575
5013,3,8,5,4,4,4,8,3,4,4,8,5,9,3,3,6,4,2,3,2,0.445
5014,7,4,1,2,4,1,4,5,7,8,6,5,6,3,6,4,3,7,7,3,0.51
5015,8,2,8,3,2,6,2,1,12,3,2,3,5,2,4,5,4,8,5,5,0.425
5016,10,5,1,8,5,5,2,6,0,8,5,8,11,4,5,4,5,4,6,3,0.535
5017,4,7,6,4,11,8,4,0,9,3,4,3,4,5,6,4,2,5,3,3,0.47
5018,3,4,7,6,7,5,6,3,4,8,4,5,4,4,7,3,2,6,5,2,0.47
5019,0,4,5,7,4,5,3,0,7,3,5,5,6,4,2,4,6,2,2,6,0.39
5020,5,2,6,4,5,3,3,4,7,2,4,5,7,5,7,4,2,7,5,5,0.47
5021,6,6,5,6,2,2,8,6,7,6,5,3,5,3,5,4,3,6,4,4,0.5
5022,5,6,7,3,3,7,3,7,5,1,6,8,5,3,2,7,6,2,5,1,0.455
5023,4,5,6,6,3,4,8,5,5,3,7,8,5,2,6,7,6,6,5,8,0.55
5024,6,4,4,6,4,6,6,4,9,3,4,7,9,6,3,6,5,7,2,6,0.545
5025,5,5,3,7,6,4,4,4,6,5,4,7,5,5,8,4,6,6,6,4,0.525
5026,2,3,6,6,5,7,4,4,5,6,5,5,11,5,4,11,5,4,4,4,0.545
5027,5,5,5,5,3,2,3,6,10,6,3,4,5,3,2,3,3,6,3,5,0.43
5028,5,3,5,6,4,5,4,6,2,6,6,5,3,4,8,2,3,7,5,4,0.46
5029,4,4,3,3,4,3,9,6,4,3,15,5,5,5,3,9,6,7,2,4,0.56
5030,5,4,5,7,7,6,2,0,5,7,6,8,4,3,5,2,4,2,3,7,0.51
5031,1,4,9,4,6,3,5,3,4,4,9,3,5,4,7,7,8,14,2,2,0.535
5032,3,4,7,6,4,5,7,6,2,3,4,4,4,1,8,5,5,3,5,6,0.51
5033,4,8,2,4,4,4,5,4,8,5,4,5,8,3,3,7,4,9,3,2,0.5
5034,4,2,8,4,4,4,5,4,9,6,9,5,5,6,7,3,8,4,6,4,0.57
5035,3,5,4,5,2,6,8,7,6,4,3,10,7,4,5,6,3,2,6,3,0.495
5036,6,4,5,5,7,6,9,5,5,3,5,2,6,7,7,5,4,4,4,6,0.585
5037,4,6,7,14,6,4,5,2,4,5,7,4,4,7,3,7,11,7,8,5,0.605
5038,6,4,2,6,7,6,4,5,3,3,4,3,5,4,8,3,5,3,3,6,0.425
5039,4,6,5,6,3,3,3,4,2,4,3,3,6,6,9,5,7,4,6,3,0.435
5040,7,3,10,4,4,4,3,3,5,6,4,4,4,2,4,3,3,4,2,7,0.43
5041,5,1,3,3,8,5,7,4,4,6,4,6,6,8,3,5,5,2,5,6,0.48
5042,4,4,7,4,2,5,5,6,2,4,1,4,5,4,7,8,8,6,5,3,0.49
5043,3,3,6,9,6,5,5,4,6,4,7,8,3,4,6,10,2,3,5,7,0.555
5044,3,2,5,5,4,6,4,3,6,5,5,4,6,6,4,2,9,5,4,3,0.45
5045,4,7,3,6,4,7,6,5,4,4,3,8,2,3,6,4,8,6,1,5,0.48
5046,7,4,3,7,6,4,6,8,3,6,7,2,9,3,3,5,5,4,5,1,0.49
5047,4,3,6,7,4,7,6,5,3,5,5,4,6,1,4,4,5,5,8,4,0.49
5048,4,3,4,4,5,8,9,4,2,4,9,4,4,6,8,1,13,4,5,6,0.54
5049,4,3,7,2,3,5,7,8,9,3,10,2,6,8,2,7,3,4,4,5,0.525
5050,7,10,5,10,5,1,6,5,4,4,5,4,3,10,5,4,4,4,5,4,0.56
5051,3,4,5,5,5,3,4,4,4,4,5,5,4,9,6,5,5,7,5,3,0.46
5052,5,5,6,3,3,7,3,4,3,4,6,8,4,1,9,7,4,3,8,3,0.48
5053,10,6,4,2,2,5,3,3,3,6,6,5,9,4,2,5,4,9,4,1,0.46
5054,5,4,7,7,6,4,4,6,6,3,4,2,7,8,4,1,5,4,1,6,0.445
5055,4,3,6,5,3,4,9,10,7,5,9,2,5,2,3,2,5,4,6,5,0.495
5056,6,0,5,5,6,6,6,3,4,3,6,7,3,3,9,7,4,5,5,5,0.51
5057,6,3,4,7,5,8,2,4,4,4,3,8,5,9,4,5,11,6,4,5,0.54
5058,6,5,6,5,8,3,8,6,8,5,4,4,4,4,5,5,3,6,3,4,0.51
5059,7,3,4,3,6,5,4,5,8,4,8,8,8,5,4,2,4,3,8,6,0.545
5060,1,10,6,7,4,5,4,6,3,5,7,3,4,3,5,4,9,6,3,5,0.505
5061,7,8,7,6,3,6,8,8,3,5,5,8,5,6,7,6,5,6,5,3,0.6
5062,5,4,4,2,6,4,4,8,5,4,10,3,4,7,6,7,5,4,2,4,0.5
5063,6,4,6,5,5,4,4,6,5,4,3,4,8,4,3,5,5,5,6,3,0.47
5064,5,4,5,6,6,4,4,7,7,1,4,4,3,6,4,3,11,4,6,3,0.475
5065,5,5,7,8,5,9,5,2,7,6,5,2,6,11,5,4,4,7,5,3,0.565
5066,7,4,7,5,3,7,7,5,6,8,5,11,4,5,3,8,9,6,3,10,0.63
5067,1,6,4,4,6,7,5,4,5,5,6,8,3,3,6,6,6,2,4,3,0.49
5068,5,3,7,5,3,5,2,2,5,11,5,1,4,2,2,3,5,0,4,3,0.375
5069,6,6,5,6,7,4,9,3,1,3,6,4,4,2,1,6,2,7,1,3,0.41
5070,4,3,5,4,6,6,2,3,5,6,5,5,8,3,4,3,5,4,10,7,0.485
5071,10,12,11,6,2,3,5,6,3,2,5,5,8,1,5,2,6,2,5,4,0.52
5072,5,3,3,4,3,5,6,5,4,2,5,9,7,4,1,7,1,6,9,3,0.455
5073,6,4,3,4,7,5,5,4,2,2,2,6,4,2,5,3,3,4,4,7,0.4
5074,3,6,4,5,5,3,3,4,5,6,3,6,6,3,2,9,10,2,4,7,0.465
5075,5,4,7,6,7,8,4,7,3,3,2,3,4,2,5,6,5,7,6,5,0.515
5076,3,6,5,4,3,8,5,3,6,2,6,4,6,1,7,1,8,4,3,8,0.46
5077,6,5,5,6,5,4,7,4,4,3,8,6,3,4,6,5,6,3,5,5,0.495
5078,4,5,4,5,5,3,6,5,3,4,4,7,8,7,7,5,5,5,4,4,0.515
5079,5,11,4,5,8,7,4,12,3,5,6,3,5,7,2,4,4,4,5,6,0.565
5080,5,5,6,7,6,3,2,3,2,3,3,6,3,8,9,5,5,5,3,5,0.49
5081,5,8,7,6,4,4,5,3,5,1,3,0,8,4,8,7,3,5,7,3,0.49
5082,4,7,6,2,4,7,10,6,7,7,5,4,5,2,7,3,6,7,3,7,0.55
5083,2,2,4,3,5,6,3,5,8,4,5,5,6,6,4,6,7,3,5,4,0.46
5084,6,3,5,4,4,3,8,4,6,5,4,5,5,1,5,12,5,5,3,6,0.505
5085,3,3,7,6,7,7,3,1,10,2,3,6,6,6,3,6,1,7,5,5,0.475
5086,6,6,4,5,4,2,7,9,5,7,5,8,6,3,6,4,5,4,3,8,0.56
5087,6,3,4,4,6,6,1,6,5,3,5,4,4,9,2,6,5,5,9,5,0.5
5088,6,8,2,3,5,4,4,2,7,3,4,3,8,7,3,2,6,4,9,5,0.465
5089,6,5,3,9,2,6,7,5,3,6,8,7,3,3,4,4,2,2,9,5,0.52
5090,8,2,4,3,1,5,10,6,4,4,5,6,3,5,6,8,4,9,2,2,0.485
5091,0,4,4,4,5,3,2,8,8,8,3,2,4,3,5,6,3,3,2,3,0.39
5092,7,6,4,2,6,7,0,6,2,3,3,5,3,6,5,4,5,10,4,6,0.515
5093,7,4,6,7,5,5,2,1,2,8,11,3,3,4,7,5,3,7,3,4,0.51
5094,9,4,4,6,4,2,3,2,3,4,3,4,6,4,2,9,6,4,8,2,0.425
5095,3,2,2,11,4,3,6,5,1,5,5,3,8,9,3,6,3,5,8,4,0.52
5096,6,4,2,5,8,4,4,5,6,6,7,6,3,4,2,6,6,5,4,6,0.515
5097,5,9,4,6,6,5,6,3,3,3,7,3,6,5,4,2,7,4,4,5,0.5
5098,5,3,8,2,4,9,2,4,5,7,7,4,6,5,3,5,5,3,5,4,0.5
5099,1,9,4,4,5,6,7,9,4,6,4,4,4,4,5,2,6,7,3,6,0.54
5100,6,4,2,5,4,6,4,5,5,8,5,3,8,4,6,6,7,4,8,5,0.555
5101,5,5,6,4,5,3,4,5,3,2,6,3,3,6,5,7,5,3,4,8,0.51
5102,7,2,6,6,9,4,5,3,8,4,6,3,3,1,7,7,5,4,6,5,0.505
5103,4,4,4,5,7,5,6,6,4,6,7,8,8,3,2,5,2,4,3,5,0.49
5104,5,7,3,10,5,4,5,1,6,4,5,7,6,4,2,2,4,3,5,7,0.47
5105,4,14,6,2,5,11,7,7,4,4,1,4,4,4,6,4,3,10,10,2,0.5
5106,5,8,4,4,8,4,3,3,3,4,3,3,4,3,3,3,8,3,6,2,0.42
5107,6,10,3,2,6,6,4,6,3,4,5,7,7,5,1,6,2,3,2,4,0.47
5108,3,5,2,5,2,4,11,3,7,7,5,4,5,1,7,5,4,5,7,5,0.465
5109,6,7,4,4,4,5,3,3,6,5,2,7,5,5,5,8,5,3,3,4,0.445
5110,4,2,4,6,2,5,5,7,10,4,5,3,5,7,2,0,4,5,4,7,0.45
5111,6,3,3,9,5,3,6,8,6,4,4,7,6,4,4,4,5,5,3,3,0.5
5112,4,11,5,7,8,3,8,1,5,3,5,5,4,7,4,7,5,1,8,2,0.52
5113,4,4,5,7,4,6,3,6,5,7,6,5,7,3,8,4,1,5,5,4,0.5
5114,5,5,5,6,3,4,6,6,6,8,2,3,5,6,5,4,5,7,7,8,0.555
5115,2,7,4,5,1,4,1,3,3,4,4,10,3,6,3,8,8,9,6,4,0.47
5116,8,5,5,4,5,6,7,5,7,5,7,5,7,6,7,5,5,2,8,6,0.6
5117,5,6,5,6,3,3,9,5,2,4,5,5,3,6,5,5,4,6,5,5,0.485
5118,4,8,3,5,3,7,2,6,3,5,5,6,5,5,7,8,0,0,4,4,0.46
5119,7,3,5,4,8,4,4,5,4,9,2,5,6,6,3,5,5,4,4,6,0.515
5120,4,4,3,5,2,4,7,5,2,6,8,3,6,4,6,5,4,4,8,7,0.485
5121,7,6,4,5,8,4,5,8,3,4,7,6,5,4,6,5,5,5,4,4,0.53
5122,4,4,2,10,6,7,11,5,6,5,6,10,3,5,3,5,9,1,2,5,0.57
5123,5,4,4,4,6,4,5,3,4,5,3,4,5,4,9,2,8,8,5,5,0.49
5124,6,4,4,3,6,7,4,6,5,6,2,4,4,5,8,4,6,4,6,3,0.475
5125,6,4,4,5,7,3,6,7,4,5,2,6,3,6,4,2,6,3,6,8,0.475
5126,2,7,5,5,6,8,5,3,4,1,4,6,7,5,7,7,4,3,5,5,0.54
5127,2,4,1,6,8,5,4,2,4,6,4,5,5,7,8,5,3,2,4,5,0.435
5128,4,6,2,6,2,4,5,5,5,9,6,4,6,6,3,3,4,5,3,6,0.52
5129,4,3,1,5,5,1,9,3,7,3,4,0,4,3,4,3,6,7,4,10,0.43
5130,3,6,2,4,4,5,7,2,4,2,4,8,0,2,4,6,7,3,6,5,0.41
5131,11,4,4,0,2,5,2,7,8,9,6,6,6,5,6,5,4,4,7,9,0.58
5132,6,5,5,5,6,3,6,2,3,6,5,5,6,3,8,5,3,4,6,5,0.485
5133,2,4,3,6,5,5,3,6,4,3,3,7,3,4,5,4,3,6,6,12,0.515
5134,4,1,3,4,4,7,5,10,4,7,6,10,5,4,6,8,4,5,5,5,0.545
5135,6,9,11,7,9,5,5,3,9,3,7,3,5,1,3,4,8,8,1,6,0.575
5136,4,2,8,6,6,2,6,4,8,7,3,8,6,2,5,6,7,5,7,6,0.55
5137,7,8,5,4,5,3,5,6,3,8,3,7,1,5,5,5,5,1,4,7,0.5
5138,2,5,5,6,4,1,4,4,9,7,5,3,6,7,6,5,3,8,3,5,0.49
5139,5,2,4,4,9,4,3,3,7,5,3,4,3,5,5,9,4,2,9,4,0.46
5140,1,5,7,5,5,6,6,3,7,6,0,4,3,9,7,4,4,4,6,5,0.475
5141,5,6,3,3,6,1,5,3,5,6,3,9,3,3,6,2,4,10,4,4,0.45
5142,6,5,6,4,6,2,4,1,8,8,4,5,10,6,7,4,5,7,7,4,0.55
5143,4,9,4,6,8,3,6,4,4,6,5,5,3,2,7,3,5,2,3,6,0.46
5144,4,1,5,4,1,4,2,8,5,10,5,6,8,3,4,5,2,3,3,3,0.41
5145,7,3,3,4,5,8,6,5,5,6,9,3,3,7,4,5,13,6,5,3,0.56
5146,9,8,7,1,7,7,6,5,3,4,4,9,10,6,2,6,4,1,4,9,0.57
5147,6,4,4,6,5,5,7,6,2,4,6,5,3,5,2,5,4,6,4,8,0.485
5148,4,5,1,6,4,4,3,6,3,5,4,11,6,5,2,7,4,7,4,7,0.5
5149,9,5,5,5,4,7,4,2,9,3,5,4,6,10,4,8,3,7,2,5,0.54
5150,5,3,12,1,7,4,5,5,4,8,9,9,4,8,4,4,7,4,0,5,0.57
5151,5,4,5,4,9,6,2,6,10,2,4,4,3,4,4,3,5,7,3,6,0.48
5152,7,4,2,6,4,5,3,5,1,8,6,4,0,3,3,5,5,5,4,4,0.42
5153,6,5,3,6,4,4,5,3,4,4,2,5,5,11,3,3,4,5,6,4,0.47
5154,4,5,5,5,8,6,3,3,6,7,5,6,6,6,8,5,8,9,5,6,0.59
5155,6,3,5,5,5,6,3,7,5,5,2,4,3,5,2,6,3,9,5,6,0.47
5156,4,4,7,4,5,8,3,6,5,4,8,5,5,6,5,5,4,3,3,5,0.495
5157,5,2,7,3,4,4,7,3,0,7,6,4,2,3,4,3,5,6,2,6,0.405
5158,3,6,5,4,3,9,5,5,5,4,6,4,3,2,3,6,3,4,4,6,0.46
5159,8,5,2,4,6,7,2,3,5,4,10,7,6,4,4,4,2,6,3,2,0.46
5160,5,2,5,7,7,4,4,3,3,3,7,6,6,5,4,5,3,9,4,6,0.53
5161,7,8,5,1,3,5,7,4,2,5,3,7,5,3,4,6,4,5,2,6,0.445
5162,4,3,5,5,3,5,7,7,3,5,9,6,10,3,6,4,4,3,1,6,0.495
5163,2,6,6,3,2,5,8,10,3,4,8,5,6,6,2,2,9,6,4,7,0.55
5164,5,5,5,7,6,3,5,2,2,6,2,3,4,2,4,4,4,6,4,3,0.4
5165,7,3,4,6,4,3,3,3,6,7,2,6,2,6,6,5,5,8,5,4,0.47
5166,4,8,9,7,5,6,7,4,3,3,6,2,2,5,3,4,4,6,5,4,0.465
5167,4,3,5,5,4,7,4,4,2,5,5,8,5,2,5,1,3,4,5,9,0.495
5168,5,3,2,2,10,6,6,3,6,6,4,6,4,5,5,3,6,5,4,5,0.49
5169,2,6,10,4,2,3,3,6,4,2,5,7,2,9,8,4,8,3,4,5,0.475
5170,6,4,3,5,7,6,5,4,7,4,7,5,2,7,3,8,9,2,4,3,0.505
5171,2,5,0,4,10,4,6,7,4,4,3,7,4,6,6,5,8,5,8,3,0.505
5172,3,7,5,5,7,5,4,3,6,5,6,3,5,1,3,7,3,4,5,9,0.48
5173,7,5,7,3,2,6,2,3,4,4,9,3,2,5,10,5,4,5,6,4,0.5
5174,4,4,4,8,8,6,2,6,7,4,2,2,6,7,3,4,4,3,8,4,0.48
5175,7,4,6,7,6,5,2,4,7,8,4,4,3,7,6,3,4,4,7,6,0.55
5176,3,4,9,2,2,1,4,3,2,6,3,5,6,7,3,4,5,3,3,8,0.4
5177,3,6,5,5,3,3,3,4,5,7,4,6,3,5,6,2,2,3,2,2,0.415
5178,3,5,3,6,6,3,3,7,7,6,9,10,5,7,3,4,5,3,7,7,0.58
5179,5,4,5,5,4,4,6,4,3,7,4,5,7,4,9,4,5,3,3,4,0.52
5180,12,6,4,7,4,5,1,3,4,9,3,3,6,4,3,4,2,7,5,7,0.5
5181,6,4,3,6,4,7,2,2,5,4,9,3,6,5,6,8,4,4,5,6,0.495
5182,2,2,4,6,4,7,6,7,5,1,7,5,5,3,4,4,5,9,9,7,0.51
5183,10,4,0,5,8,5,4,9,6,6,5,5,3,0,3,9,6,5,3,5,0.54
5184,3,2,3,8,7,9,3,9,3,3,6,3,5,4,5,4,3,7,8,5,0.54
5185,4,4,8,5,4,6,6,6,4,6,4,5,3,4,4,4,5,3,4,4,0.48
5186,6,4,7,8,6,9,3,4,7,2,6,3,7,4,4,3,3,4,6,1,0.485
5187,3,4,9,4,5,4,6,5,5,5,6,4,2,4,3,5,8,4,3,4,0.48
5188,8,6,3,7,4,4,5,5,8,3,3,5,5,3,5,5,6,6,3,3,0.485
5189,3,7,5,5,4,4,6,5,3,3,3,6,6,4,5,7,3,4,10,4,0.53
5190,7,4,1,5,7,10,7,4,8,6,5,3,4,4,9,5,3,4,6,3,0.555
5191,5,4,5,7,4,6,7,7,3,5,8,5,7,5,5,7,7,4,6,6,0.6
5192,7,5,5,3,6,11,4,5,3,5,6,2,2,5,4,3,4,5,7,8,0.505
5193,4,7,4,4,2,2,4,8,6,4,5,3,4,5,3,5,5,3,6,8,0.455
5194,4,6,4,3,8,7,6,6,4,5,6,4,4,9,4,4,5,3,6,4,0.55
5195,9,7,6,9,6,6,5,4,6,10,7,5,5,6,9,4,7,8,6,4,0.675
5196,3,8,6,3,3,3,9,2,7,5,6,6,8,4,5,4,6,5,4,2,0.52
5197,4,6,5,3,11,3,3,2,6,5,4,4,2,7,8,4,6,2,5,6,0.48
5198,5,7,4,9,5,5,3,4,2,6,6,2,7,6,7,3,2,3,4,4,0.445
5199,5,5,3,7,7,3,3,3,6,4,4,6,7,8,5,5,8,3,7,6,0.535
5200,2,5,5,7,5,7,6,4,8,9,8,10,6,3,4,5,7,5,8,6,0.61
5201,10,6,4,5,3,4,4,8,5,7,9,11,3,6,4,7,6,5,4,5,0.61
5202,5,7,5,7,6,7,3,6,4,4,3,6,7,5,8,3,4,5,6,5,0.555
5203,7,5,4,6,3,3,1,6,5,8,3,4,7,7,6,3,4,3,4,4,0.46
5204,5,9,6,8,3,7,3,5,6,1,7,2,6,4,4,3,7,2,4,5,0.485
5205,9,6,3,5,6,5,4,10,6,7,7,5,4,0,2,3,7,4,2,5,0.495
5206,10,5,5,4,5,8,4,3,2,2,4,4,6,6,8,5,5,7,4,7,0.525
5207,6,3,6,5,6,6,6,3,7,3,5,4,6,1,5,3,8,3,2,6,0.445
5208,2,1,8,10,6,8,5,4,2,4,6,7,4,5,8,4,5,4,4,0,0.465
5209,3,9,5,4,3,5,6,6,4,6,4,4,4,3,8,6,6,5,5,5,0.505
5210,6,5,7,4,8,6,6,7,3,6,5,3,4,3,4,5,5,5,4,2,0.49
5211,5,5,6,6,3,6,2,4,3,5,9,7,5,5,2,3,6,6,5,5,0.475
5212,4,9,0,4,4,7,2,3,5,10,4,4,10,2,2,10,6,6,3,3,0.5
5213,5,6,7,2,3,3,5,2,6,2,9,3,6,6,3,8,6,3,4,2,0.45
5214,6,5,4,4,3,6,2,5,11,4,6,5,1,9,2,5,7,3,5,3,0.48
5215,9,8,5,7,5,5,4,5,7,7,9,6,8,4,4,6,5,6,7,7,0.645
5216,5,5,6,2,2,5,6,6,0,9,4,6,3,4,5,7,2,3,6,6,0.505
5217,5,7,5,4,4,5,7,6,6,6,6,6,4,4,5,4,8,6,3,1,0.51
5218,5,5,11,3,3,7,4,7,6,4,4,5,9,9,2,5,3,5,6,4,0.54
5219,5,8,8,6,2,5,1,5,5,8,5,3,5,3,5,4,5,8,5,5,0.525
5220,4,5,6,2,5,3,6,3,8,5,9,9,3,4,4,3,6,3,6,2,0.5
5221,5,4,5,2,5,4,3,3,7,2,4,5,1,9,5,7,7,5,6,8,0.475
5222,4,6,2,6,8,4,3,8,9,0,7,6,5,6,7,4,2,3,3,5,0.475
5223,4,2,9,10,9,9,2,4,6,5,2,6,9,3,1,4,6,4,7,5,0.545
5224,8,3,2,6,6,8,5,5,4,7,4,3,5,4,3,10,5,4,6,3,0.54
5225,3,4,7,4,4,6,3,3,6,4,8,3,5,4,6,5,5,7,6,2,0.46
5226,4,6,5,9,5,6,6,4,6,4,6,4,8,5,5,5,6,6,4,4,0.55
5227,3,4,4,3,6,4,3,8,8,2,6,5,6,2,7,3,4,4,5,2,0.405
5228,5,4,5,5,6,6,1,8,5,3,4,4,5,4,6,7,4,5,4,6,0.475
5229,6,4,6,5,8,5,4,7,5,3,3,5,4,6,2,6,5,6,6,6,0.51
5230,4,2,4,3,5,6,4,3,8,1,4,3,5,5,6,6,4,5,5,7,0.43
5231,2,3,2,3,8,5,1,6,5,3,6,4,2,8,9,2,9,2,6,6,0.435
5232,3,2,6,5,4,4,6,6,4,3,5,6,5,8,2,6,6,4,4,7,0.465
5233,4,6,3,9,5,8,6,8,8,6,6,4,5,2,5,5,8,3,6,4,0.59
5234,5,3,5,6,4,4,6,5,8,5,5,5,9,3,4,4,6,2,3,5,0.48
5235,6,4,6,4,10,5,7,2,4,3,0,8,7,6,4,4,7,4,4,3,0.52
5236,3,2,5,2,4,7,5,3,3,6,9,10,6,4,5,4,8,2,8,5,0.53
5237,1,1,4,3,7,4,6,5,1,7,4,5,7,6,2,4,4,5,7,7,0.495
5238,4,5,6,3,5,3,5,9,8,4,3,5,9,11,4,4,1,6,9,5,0.58
5239,4,4,7,4,6,7,9,2,4,3,7,7,4,7,6,4,3,4,2,6,0.53
5240,4,6,7,7,5,5,2,6,4,5,8,3,4,4,6,7,4,6,1,4,0.49
5241,3,5,2,5,2,9,3,4,5,4,6,7,7,4,5,9,5,5,4,4,0.485
5242,7,6,5,3,4,6,4,3,5,2,8,6,3,4,4,7,9,6,4,4,0.555
5243,5,5,4,5,4,6,1,5,5,6,7,8,4,5,5,2,2,7,7,4,0.485
5244,4,4,2,1,4,2,4,6,5,7,3,3,7,1,3,4,4,4,7,3,0.38
5245,7,2,4,6,6,5,9,3,8,6,5,6,9,6,4,2,6,3,4,2,0.52
5246,5,7,5,3,7,5,4,2,7,7,3,2,7,5,5,6,6,4,4,2,0.48
5247,4,4,8,6,7,1,5,4,2,8,5,6,3,7,3,4,3,4,5,3,0.47
5248,3,5,5,4,6,6,5,6,3,5,6,4,3,4,3,7,5,1,7,8,0.49
5249,4,3,4,5,4,2,9,8,5,14,9,6,4,3,6,5,5,4,3,5,0.55
5250,7,9,5,2,4,5,3,5,7,4,5,5,3,6,9,5,4,7,6,4,0.545
5251,2,2,4,4,4,6,6,8,3,7,2,4,5,4,5,5,5,9,6,7,0.5
5252,3,4,5,2,5,3,4,5,4,7,3,4,5,5,9,6,3,7,7,6,0.49
5253,3,4,5,0,10,3,7,4,7,3,8,4,8,5,5,2,4,4,6,2,0.46
5254,5,3,4,3,5,6,8,3,4,7,3,7,4,6,3,3,4,4,2,3,0.43
5255,3,5,8,7,1,5,1,7,5,6,5,5,3,5,6,5,3,2,4,6,0.455
5256,3,1,3,5,4,5,6,6,6,5,4,7,6,9,4,6,6,5,3,2,0.52
5257,4,6,4,1,6,7,6,3,4,5,6,3,4,3,7,2,4,4,5,8,0.47
5258,3,1,11,6,6,9,5,6,8,3,5,4,3,7,5,4,2,4,7,4,0.525
5259,6,0,2,2,5,4,7,6,7,1,3,3,7,6,6,2,12,5,5,2,0.45
5260,6,5,4,2,3,6,9,4,3,5,5,4,7,4,6,5,5,4,7,7,0.54
5261,6,1,7,7,2,3,7,6,8,2,6,3,6,6,2,3,7,3,7,6,0.485
5262,5,3,8,5,2,5,7,4,6,11,3,3,5,3,3,8,8,8,5,5,0.54
5263,2,6,7,8,5,5,7,5,7,6,10,5,4,3,5,6,3,4,3,4,0.545
5264,4,3,4,4,4,3,2,6,3,4,6,2,4,2,5,4,3,3,7,2,0.36
5265,6,6,6,4,9,4,5,2,4,7,5,5,2,7,5,6,2,7,6,6,0.535
5266,6,5,7,3,4,3,7,7,4,5,7,3,5,6,5,7,11,1,4,4,0.535
5267,6,6,2,4,4,2,5,4,3,6,4,6,9,4,3,7,5,4,4,4,0.515
5268,6,5,7,7,9,5,5,6,2,5,6,5,2,4,5,6,5,5,7,5,0.54
5269,5,3,4,8,3,4,6,2,3,6,4,5,5,5,3,4,8,9,4,5,0.5
5270,9,2,3,9,9,5,8,2,7,4,4,3,9,3,4,3,8,8,5,5,0.585
5271,8,5,4,3,8,7,7,1,3,3,4,4,6,8,5,4,6,5,5,3,0.495
5272,3,5,1,4,5,7,7,3,3,7,5,5,8,5,2,3,4,4,5,4,0.425
5273,6,5,7,10,7,5,5,6,9,2,4,9,6,6,3,9,5,5,4,2,0.6
5274,3,6,5,3,8,2,1,4,6,6,1,7,6,3,3,2,9,5,7,3,0.425
5275,1,4,3,4,5,9,8,3,1,7,3,8,9,9,3,9,1,4,6,5,0.525
5276,2,5,1,8,3,5,4,5,4,5,6,4,6,3,7,7,5,6,3,4,0.46
5277,4,4,8,6,5,2,5,5,3,3,9,2,6,7,3,6,1,1,10,2,0.455
5278,3,6,4,5,5,4,10,5,5,7,6,5,6,7,6,4,2,11,1,5,0.56
5279,9,8,5,4,5,4,7,7,6,7,5,4,7,3,7,6,7,4,5,6,0.615
5280,6,4,4,8,13,4,5,7,4,4,4,5,4,2,4,6,3,6,3,5,0.54
5281,5,7,7,4,7,4,5,4,6,5,3,5,5,4,5,8,8,9,5,3,0.565
5282,5,2,8,2,7,6,5,2,1,7,5,1,3,4,4,5,1,9,8,8,0.46
5283,2,5,4,7,1,4,5,5,4,3,2,5,5,4,3,2,2,2,5,5,0.365
5284,4,5,2,6,5,7,5,5,5,5,3,5,6,6,5,10,11,2,3,5,0.55
5285,7,9,9,3,5,7,8,7,7,5,5,4,6,6,3,6,8,9,5,7,0.655
5286,5,6,3,9,4,3,9,5,1,7,6,6,6,4,10,1,2,3,8,2,0.555
5287,5,7,6,4,1,7,5,2,4,1,7,7,3,4,4,7,5,5,5,2,0.485
5288,5,4,10,4,6,5,3,4,5,6,3,5,8,7,5,6,5,5,2,7,0.53
5289,7,4,8,6,2,2,3,3,5,4,9,4,2,4,5,5,4,5,3,4,0.45
5290,8,5,3,6,5,8,5,3,9,5,5,3,6,11,6,4,3,10,3,5,0.6
5291,9,5,3,3,5,4,4,5,5,7,8,6,6,5,3,6,4,4,4,3,0.52
5292,9,7,4,4,5,5,5,4,9,4,3,7,4,4,3,6,4,6,4,5,0.51
5293,5,8,6,5,4,4,6,9,4,4,5,3,4,9,7,6,6,5,6,6,0.57
5294,6,4,4,4,3,5,2,4,9,3,7,9,4,5,5,2,3,5,5,4,0.46
5295,6,11,6,4,5,3,1,5,8,4,7,3,4,5,5,3,5,8,7,5,0.555
5296,9,5,4,4,6,6,6,4,6,4,4,6,8,5,5,3,3,7,5,9,0.58
5297,5,4,5,4,2,1,3,1,5,2,6,7,3,2,1,6,2,6,3,4,0.415
5298,3,5,6,4,6,6,5,4,7,3,4,4,2,5,3,4,8,6,2,5,0.435
5299,5,3,9,5,5,5,4,3,5,2,11,7,6,4,4,8,5,7,4,2,0.535
5300,5,4,5,7,9,3,2,7,8,10,3,8,3,6,4,6,2,6,0,6,0.55
5301,4,7,1,3,4,3,5,9,7,5,2,6,3,2,7,3,5,0,4,5,0.41
5302,7,3,5,2,5,8,9,4,5,4,6,3,8,4,5,3,4,2,3,7,0.475
5303,12,6,4,5,6,10,3,6,4,4,6,5,5,9,5,7,2,4,3,4,0.565
